s14-05,"NA","zryyvffnpbyrzna",NA,3,"10:40:26 AM","2/3/2006",1,1,63,21,32,10,"00:44:60",1,1,2,1,2,1,NA,2,1,1,NA,NA,1,1,2,2,2,1,1,2,2,2,1,1,NA,2,2,1,1,1,1
s14-06,"NA","avpbyrtbbqnyr",NA,1,"10:40:28 AM","2/3/2006",2,2, 63,18,45,0,"00:38:48",2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1
s15-01,"NA","nylffnyhavat",NA,3,"12:46:56 PM","2/3/2006",1,1,63,26,37,0,"00:44:33",2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2
s15-02,"NA","nagubalfhqavpx",NA,2,"12:46:58 PM","2/3/2006",2,1, 63,17,46,0,"00:31:06",2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1
s15-03,"NA","fgrjneg",NA,3,"12:48:05 PM","2/3/2006",1,1,63,42,21,0,"00:33:40",2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,2,1
s15-04,"NA","punagnyfrl",NA,3,"12:47:02 PM","2/3/2006",1,1,63,34,29,0,"00:33:18",2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2
s15-05,"NA","puevfgvanqrnatryvf",NA,2,"12:46:55 PM","2/3/2006",2,1,  63,11,45,7,"00:44:60",1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,NA,NA,NA,NA
s15-06,"NA","qnivqtbyrzovrfxv",NA,1,"12:46:54 PM","2/3/2006",2,2, 63,40,22,1,"00:37:16",2,1,NA,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1
s15-07,"NA","wnfwvgtuhzna",NA,2,"12:46:00 PM","2/3/2006",2,1,  63,8,55,0,"00:13:57",1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1
s15-08,"NA","wraavsrepvrfynepmlx",NA,2,"12:44:57 PM","2/3/2006",2,1,  63,37,22,4,"00:44:60",2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,NA,NA,1,1,1,1,1,1,2,2,1,1,2
s15-09,"NA","wrffruheyre",NA,1,"12:46:55 PM","2/3/2006",2,2, 63,28,35,0,"00:33:14",1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2
s15-10,"NA","wbuaberyynan",NA,3,"12:47:15 PM","2/3/2006",1,1,63,13,50,0,"00:26:29",2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
s15-11,"NA","xneyobjre",NA,1,"12:47:01 PM","2/3/2006",2,2, 63,20,43,0,"00:32:03",1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1
s15-12,"NA","fretvbebqnf",NA,1,"12:47:00 PM","2/3/2006",2,2, 63,11,13,39,"00:44:60",NA,NA,NA,1,2,2,1,NA,1,NA,NA,1,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
s15-13,"NA","inarffnureeren",NA,1,"12:46:59 PM","2/3/2006",2,2, 63,19,39,0,"00:30:59",1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,NA,NA
s15-14,"NA","jnyrrqxunjnwn",NA,1,"12:46:57 PM","2/3/2006",2,2,  63,34,28,1,"00:44:60",2,1,2,2,2,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,1
s15-15,"NA","jvyyvnzpbyba",NA,3,"12:46:58 PM","2/3/2006",1,1,63,11,52,0,"00:20:34",1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2
s15-16,"NA","jvyyvnztbamnyrm",NA,2,"12:46:56 PM","2/3/2006",2,1,  63,29,34,0,"00:38:51",1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2
s02-01,"NA","nnebaznegvarm2",NA,3,"10:38:31 AM","1/30/2006",1,1,63,21,42,0,"00:40:49",1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,2
