S272    ,0.001,0.045,0.955,0.009,0.395,0.596,0.003,0.094,0.904,0,0.018,0.982,0.003,0.048,0.948,0,0.012,0.988,0.39,0.548,0.062,0.004,0.066,0.93
S273    ,0.001,0.069,0.93,0,0.186,0.814,0,0.033,0.966,0,0.011,0.989,0.003,0.064,0.933,0,0,1,0.018,0.402,0.58,0,0.01,0.99
S275    ,0.001,0.064,0.935,0,0.059,0.941,0,0.039,0.96,0,0.014,0.986,0.001,0.027,0.972,0,0,1,0.018,0.402,0.58,0,0.032,0.968
S276    ,0.324,0.459,0.218,0.018,0.498,0.484,0,0.031,0.968,0,0.012,0.988,0.001,0.024,0.976,0,0,1,0.259,0.57,0.171,0.004,0.064,0.933
S278    ,0.001,0.048,0.952,0,0.066,0.934,0.001,0.07,0.929,0.001,0.042,0.957,0.007,0.099,0.894,0,0,1,0.072,0.599,0.328,0,0.01,0.99
S279    ,0.012,0.124,0.863,0.054,0.576,0.37,0.024,0.269,0.707,0,0.02,0.98,0.001,0.031,0.968,0,0.001,0.999,0.567,0.379,0.054,0.009,0.089,0.902
S281    ,0.001,0.066,0.933,0.005,0.435,0.56,0.01,0.189,0.801,0,0.015,0.985,0.007,0.077,0.916,0,0.004,0.996,0.075,0.598,0.327,0.003,0.052,0.946
S282    ,0.001,0.055,0.943,0.012,0.396,0.592,0,0.038,0.962,0.001,0.025,0.975,0.013,0.099,0.888,0,0.054,0.946,0.45,0.484,0.066,0.006,0.076,0.918
S284    ,0.001,0.067,0.932,0.001,0.221,0.778,0,0.033,0.966,0,0.004,0.996,0,0.019,0.98,0,0,1,0.018,0.402,0.58,0,0.01,0.99
S285    ,0.001,0.045,0.954,0,0.152,0.848,0,0.034,0.966,0,0.027,0.973,0.002,0.064,0.934,0,0,1,0.018,0.402,0.58,0,0.01,0.99
S291    ,0.001,0.045,0.954,0,0.152,0.848,0,0.034,0.966,0,0.027,0.973,0.003,0.066,0.931,0,0,1,0.018,0.402,0.58,0,0.01,0.99
S292    ,0.008,0.153,0.839,0.032,0.74,0.228,0.002,0.081,0.917,0,0.023,0.977,0.002,0.055,0.943,0,0,1,0.018,0.402,0.58,0,0.01,0.99
S294    ,0.002,0.085,0.913,0.065,0.804,0.131,0,0.038,0.962,0,0.01,0.99,0.003,0.072,0.925,0,0.012,0.988,0.023,0.403,0.574,0,0.01,0.99
S295    ,0.127,0.447,0.426,0.081,0.775,0.144,0,0.018,0.982,0,0.017,0.983,0.008,0.097,0.895,0,0.007,0.993,0.021,0.403,0.576,0,0.01,0.99
S297    ,0.033,0.281,0.685,0.066,0.776,0.159,0,0.034,0.966,0.024,0.185,0.791,0.031,0.223,0.746,0,0.004,0.996,0.02,0.402,0.578,0,0.01,0.99
S298    ,0.028,0.258,0.715,0.915,0.083,0.001,0.008,0.146,0.846,0.052,0.337,0.611,0.022,0.2,0.778,0.078,0.842,0.08,0.937,0.061,0.002,0.541,0.386,0.072
S300    ,0.171,0.463,0.366,0.029,0.68,0.291,0,0.043,0.956,0,0.011,0.989,0.001,0.038,0.961,0,0,1,0.018,0.402,0.579,0,0.01,0.99
S301    ,0.04,0.301,0.659,0.045,0.746,0.209,0.01,0.188,0.802,0,0.02,0.98,0.002,0.054,0.945,0,0.005,0.995,0.02,0.402,0.578,0,0.01,0.99
S303    ,0.202,0.486,0.312,0.166,0.761,0.072,0.001,0.047,0.953,0.003,0.068,0.929,0.001,0.032,0.967,0,0.015,0.985,0.024,0.403,0.573,0.001,0.034,0.966
S304    ,0.325,0.47,0.205,0.856,0.138,0.006,0.06,0.332,0.608,0.017,0.204,0.779,0.011,0.146,0.843,0.041,0.77,0.189,0.89,0.099,0.011,0.017,0.18,0.803
S306    ,0.016,0.21,0.774,0.152,0.76,0.087,0,0.024,0.976,0,0.019,0.98,0.001,0.034,0.965,0,0.13,0.87,0.5,0.464,0.036,0.002,0.05,0.948
S307    ,0.001,0.067,0.932,0.031,0.746,0.223,0.002,0.082,0.916,0.003,0.072,0.925,0,0.029,0.971,0,0,1,0.072,0.599,0.328,0,0.01,0.99
S315    ,0.003,0.103,0.893,0.299,0.68,0.021,0,0.038,0.962,0.002,0.056,0.943,0.001,0.042,0.957,0,0.005,0.995,0.075,0.598,0.327,0,0.026,0.974
S316    ,0.479,0.407,0.115,0.972,0.027,0,0.104,0.386,0.509,0.257,0.416,0.326,0.068,0.252,0.68,0.147,0.751,0.102,0.928,0.066,0.006,0.169,0.319,0.512
S318    ,0.003,0.091,0.906,0.004,0.438,0.558,0.01,0.196,0.794,0,0.029,0.97,0.002,0.048,0.951,0,0.002,0.998,0.209,0.655,0.136,0.001,0.064,0.935
