"","T001","T002","T003","T004","T005","T006","T007","T008","T009","T010","T011","T012","T013","T014","T015","T016","T017","T018","T019","T020","T021","T022","T023","T024","T025"
"1","b","d",1215,16,"c","a","d","a","de","b","c","a","a","b","c","b","a","a","b","d","a","c","d","a","c"
